department,job,timeclass,startdate,hourly_wage,regular_pay,overtime_pay,other_pay,total_pay,reg_hours,overtime_hours,total_hours
Police,Police Officer,F,7/17/2006,37.79,77606.4,3024.73,2828.8,83459.93,39.49274329798278,1.026160088478162,40.51890338646094
Police,Police Officer,F,3/27/2017,31.75,64543.2,1561.87,2233.77,68338.84,39.093397940642035,0.6306763577629718,39.72407429840501
Public Works,Solid Waste Equipment Operator,F,6/29/2020,22.4,44428.48,4433.15,75,48936.630000000005,38.142582417582425,2.5372882326007327,40.679870650183155
Water Services,Industrial Maintenance Mech,F,7/2/2018,28.31,58105.2,0,0,58105.2,39.470423606771185,0,39.470423606771185
Police,Police Officer,F,12/30/2019,26.82,54856.8,1635.12,3268.65,59760.57000000001,39.334021683014974,0.7816210635002581,40.115642746515235
Parks and Recreation,Parks & Recreation Aide*Cash,P,5/21/2018,15.55,21109.01,959.57,146.62,22215.199999999997,26.105627009646298,0.7911369445131502,26.896763954159447
Police,Police Officer,F,7/3/2017,31.75,63708.2,4325.89,2338.68,70372.76999999999,38.587643852210775,1.7467756915001011,40.33441954371088
Library,Library Circulation Attnd I,P,2/10/2020,16.24,19225.43,183.72,84.5,19493.65,22.76599801061008,0.14503599848427434,22.911034009094355
Street Transportation,GIS Technician,F,2/22/2021,23.7,41416,0,75,41491,33.60597208698475,0,33.60597208698475
Police,Police Officer,F,8/23/1999,37.79,77606.4,9433.98,32187.25,119227.62999999999,39.49274329798278,3.2005414537830514,42.69328475176583
Fire,Fire Engineer 56hr,F,8/4/2003,28.14,64801.39,9984.55,5367.75,80153.69,44.28502405554644,4.548935724308858,48.83395977985529
Police,Police Officer,F,2/25/2019,28.41,57598.4,1976.16,2483.41,62057.97,38.98843852381339,0.8917770015974873,39.88021552541088
Municipal Court,City Judge (NC),P,5/17/1999,71.82,22251.16,0,75,22326.16,5.958046826467879,0,5.958046826467879
Police,Police Sergeant,F,1/2/2017,43.89,82837.2,4255.8,16671.85,103764.85,36.29580945370419,1.2431428220901906,37.53895227579438
Police,Police Officer,F,7/3/2017,31.75,63708.2,1703.51,2055.8,67467.51,38.587643852210775,0.6878699777912376,39.27551383000201
Police,Police Officer,F,7/6/2015,37.79,74725.2,10713.16,3443.69,88882.05,38.02654344861278,3.6345119113047133,41.66105535991749
Police,Police Officer,F,12/3/1984,37.79,77606.4,4925.09,5198.06,87729.54999999999,39.49274329798278,1.6708700578772027,41.16361335585998
Police,Police Officer,F,6/6/2016,31.75,63960.35,1206.24,2007.76,67174.34999999999,38.74036947304664,0.4870745003028467,39.22744397334949
Police,Police Sergeant,F,12/6/2004,46.09,92671.8,0,2305.25,94977.05,38.66673898893469,0,38.66673898893469
Fire,Firefighter 56hr,F,12/25/2000,24.48,73844.27,3347.46,8618.7,85810.43000000001,58.00989033433886,1.753110859728507,59.76300119406737
Parks and Recreation,Lifeguard,P,4/23/2018,14.72,4109.31,130.41,0,4239.72,5.368559260033445,0.11358173076923075,5.482140990802676
Library,Library Assistant,P,4/19/2021,17.57,15153.46,0,189,15342.46,16.58581060373889,0,16.58581060373889
Public Works,Building Maint Worker*U2,F,6/15/1998,28.31,52394.4,0,3877.2,56271.6,35.59112028910687,0,35.59112028910687
Fire,Fire Marshal,F,12/14/1992,55.08,111065.6,0,5958.52,117024.12000000001,38.77772191497682,0,38.77772191497682
Police,Forensic Scientist IV,F,6/3/1996,51.02,104979.2,0,4800,109779.2,39.56939963212013,0,39.56939963212013
Police,Police Officer,F,8/6/2001,37.79,77606.4,5685.95,8979.32,92271.66999999998,39.49274329798278,1.9289969534743283,41.4217402514571
Police,Police Officer,F,8/29/2005,37.79,77606.4,24288.72,13849.78,115744.9,39.49274329798278,8.240112361837687,47.732855659820466
Police,Forensic Photo Spec,F,11/22/2004,27.41,56531.2,17819.66,6050.24,80401.1,39.66211096455533,8.334811363997792,47.996922328553126
Police,Police Officer,F,1/28/2008,37.79,77606.4,17984.6,7316.61,102907.61,39.49274329798278,6.101397059322436,45.594140357305214
Aviation,Airport Operations Technician,F,3/12/2018,20.28,40772.96,8660.17,2138.86,51571.99,38.66348050371719,5.4747446012238905,44.13822510494108
Police,Police Sergeant,F,1/30/2006,46.09,90584.4,19998.62,3854.18,114437.19999999998,37.795784168099196,5.562867522294729,43.35865169039393
Planning & Development,Principal Planner,F,2/26/2007,51.02,104979.2,0,4981.72,109960.92,39.56939963212013,0,39.56939963212013
Police,Forensic Photo Spec*Ld,F,12/27/1988,28.75,59296,617.27,6000.65,65913.92,39.6628762541806,0.2752597547380156,39.93813600891862
Public Works,Solid Waste Equipment Operator,F,12/3/2018,24.37,48183.04,6512.69,7.31,54703.04,38.022032132824094,3.4261807813305554,41.44821291415465
Police,Police Officer,F,9/7/1998,37.79,77606.4,50551.81,7479.12,135637.33,39.49274329798278,17.15004308560805,56.64278638359083
Police,Police Officer,F,4/25/2016,34.27,69348.41,4005.56,12610.99,85964.96,38.91518147740791,1.498492364555977,40.41367384196389
Police,Police Comm Op*Radio/911,F,10/8/2018,23.7,48461.6,13409.43,2327.41,64198.44,39.322947095098996,7.253829925348914,46.576777020447906
Police,Police Sergeant,F,1/15/2007,46.09,90837.9,4801.14,3962.02,99601.06,37.9015554850877,1.3354974381227365,39.237052923210435
Parks and Recreation,Park Ranger II,P,5/28/2012,24.89,37517.02,1176.72,1207.35,39901.09,28.986788021139162,0.6061130512717495,29.59290107241091
Street Transportation,Traffic Maintenance Worker,F,10/10/1988,24.53,49614.72,7544.61,1074.85,58234.18,38.896421963686535,3.9431622189469717,42.83958418263351
Police,Police Officer,F,1/14/2008,37.79,77606.4,23571.66,5381.89,106559.95,39.49274329798278,7.996844912166425,47.4895882101492
Police,Police Officer,F,6/6/2016,34.27,68589.8,2748.52,5693.78,77032.1,38.48948396220062,1.028229819008926,39.51771378120955
Police,Police Officer,F,6/9/2003,37.79,77606.4,6058.95,2933.6,86598.95,39.49274329798278,2.055539723573595,41.54828302155637
Water Services,Water Systems Operator,F,9/28/1992,30.13,62756,10281.43,7139.96,80177.39,40.05463504301871,4.374815968410393,44.42945101142911
Police,Police Officer,F,1/28/2008,37.79,77606.4,2882.54,4164.96,84653.9,39.49274329798278,0.9779211703001065,40.470664468282884
Library,Library Assistant,P,1/14/2019,19.37,27523.1,0,193.8,27716.899999999998,27.325265080814898,0,27.325265080814898
Water Services,Utility Specialty Technician,F,3/27/2017,20.28,41024.96,428.72,115.63,41569.31,38.90244272492793,0.27102614676579173,39.17346887169372
Human Services,Caseworker I,F,10/10/2016,21.57,43884.8,0,0,43884.8,39.12556613530188,0,39.12556613530188
Aviation,Management Asst II,F,9/19/2011,39,75276.8,0,1560,76836.8,37.118737672583826,0,37.118737672583826
Human Services,Caseworker I,F,4/24/2017,21.57,42752.8,0,0,42752.8,38.11632966014051,0,38.11632966014051
Library,Municipal Security Guard,P,10/31/2011,18.74,9421.81,55.32,682.4,10159.529999999999,9.668551432558903,0.0378458254658895,9.706397258024793
Public Works,Fuel System Support Technician,F,10/17/2011,25.08,51516.8,6795.65,7620.51,65932.96,39.50190160716477,3.473832454095612,42.97573406126038
Police,Police Sergeant,F,4/16/2001,48.4,95071.74,15017.52,3853.24,113942.50000000001,37.77484901462174,3.977940241576605,41.75278925619835
Human Services,Caseworker II,F,4/16/2001,29.46,60616,7582.86,3275.34,71474.2,39.568645882291506,3.2999373335422217,42.86858321583373
Water Services,Utility Crew Chief,F,8/1/1994,35.98,73449.84,28555.11,4043.96,106048.91,39.25783554966434,10.174851413178262,49.4326869628426
Fire,Supplies Clerk III*U7,F,9/18/1989,27.97,57550.4,5327.07,6000,68877.47,39.56876873573334,2.4417507769313276,42.01051951266467
Fire,Firefighter 56hr,F,4/7/2008,26.98,77886.25,3968.96,13377.18,95232.39000000001,55.51565974796145,1.8859934234285605,57.40165317139001
Fire,Fire Emergency Dispatcher,F,6/15/2020,23.7,44521.82,9532.45,1834.8,55889.07000000001,36.12611165206102,5.156577950881749,41.28268960294277
Police,Police Sergeant,F,10/1/2001,53.72,110785.6,51196.18,3162.07,165143.85,39.65920155793573,12.218192145407336,51.87739370334307
Street Transportation,Electrician*Lead,F,9/30/2013,33.29,68750.02,9510.39,4019.3,82279.71,39.715102710446665,3.6626036924925476,43.37770640293921
Police,Police Officer,F,2/11/2008,37.79,59680.8,1757.1,4307.74,65745.64,30.37067193193153,0.5961080464917459,30.966779978423276
Police,Police Comm Operator,F,7/26/2021,22.64,19923.2,1851.58,755.2,22529.98,16.923076923076923,1.0485072936486364,17.97158421672556
Police,Police Sergeant,F,12/3/2007,43.89,90026.4,1333.2,29984.77,121344.37,39.44581734055418,0.3894351262772315,39.83525246683141
Library,Library Assistant,F,8/28/2006,26.65,36844.3,0,236.4,37080.700000000004,26.587025544811663,0,26.587025544811663
Parks and Recreation,Recreation Instructor,P,8/24/1998,17.97,27089.21,690.34,118.27,27897.82,28.989779975172294,0.49251601672302847,29.48229599189532
Police,Police Comm Operator,F,10/18/2021,22.64,9056,273.85,886,10215.85,7.6923076923076925,0.15507497508380902,7.847382667391502
Police,Police Sergeant,F,9/4/2000,53.72,110785.6,40913.21,10393.53,162092.34,39.65920155793573,9.764116406056093,49.42331796399182
Police,Police Officer,F,10/22/2007,37.79,77606.4,1187.92,2270.46,81064.78,39.49274329798278,0.40300988594187853,39.895753183924654
Water Services,Electrical Maint Crew Chief,F,8/27/2007,39,78432.8,14219.49,108,92760.29000000001,38.67495069033531,4.674388560157791,43.3493392504931
Police,Police Officer,F,5/5/2008,37.79,77606.4,13880.73,3326.43,94813.55999999998,39.49274329798278,4.709131434852525,44.2018747328353
Aviation,Airport Security Guard,F,5/22/2017,17.08,34728.72,5677.39,588.06,40994.17,39.10187353629977,4.261536960307453,43.36341049660722
Water Services,Water Services Project Coord,F,7/31/2017,43.08,88527.84,0,75,88602.84,39.51853439040069,0,39.51853439040069
Parks and Recreation,Recreation Leader,P,3/26/2018,16.24,15021.14,278.99,13.33,15313.46,17.78744316028799,0.22024598964254138,18.00768914993053
Police,Police Officer,F,12/3/2007,37.79,77606.4,1489.42,2594.97,81690.79,39.49274329798278,0.5052957979658165,39.99803909594859
Police,Police Assistant,F,5/11/2015,19.59,39314.7,416.18,800,40530.88,38.59376840617269,0.2723655449536001,38.866133951126294
Police,Police Officer,F,2/21/1995,37.79,77606.4,3886.56,10344.52,91837.48,39.49274329798278,1.3185417387587273,40.8112850367415
Street Transportation,Construction Drafting Tech,F,4/1/2002,27.27,56016,0,4937.62,60953.62,39.5024117796395,0,39.5024117796395
Police,Police Comm Op*Radio/911,F,11/10/2003,31.71,56124.86,12810.49,2021.1,70956.45000000001,34.037345656550954,5.179345672723157,39.21669132927411
Planning & Development,Planning & Dev Team Ldr,F,8/1/2016,47.57,92940.32,0,75,93015.32,37.572290228165784,0,37.572290228165784
Human Services,Caseworker II,F,8/29/1994,29.46,60616,2256.81,6389.8,69262.61,39.568645882291506,0.9821270040210978,40.5507728863126
Police,Police Lieutenant,F,9/13/1996,64.47,132566.18,19154.37,11049.47,162770.02,39.54319242104258,3.8090405793988853,43.352233000441466
Fire,Fire Captain 56hr,F,1/2/2006,31.26,70933.49,4274.01,4323.72,79531.22,43.63741448890202,1.7528790786948178,45.390293567596835
Planning & Development,Planning & Dev Team Ldr,F,8/14/2006,53.7,110497.6,0,1800.24,112297.84000000001,39.570835123907756,0,39.570835123907756
Police,Police Officer,F,2/25/2008,37.79,77606.4,21321.41,3864.69,102792.5,39.49274329798278,7.2334323963061715,46.72617569428895
Public Works,Equipment Op IV,F,11/18/2019,24.37,46414.8,1005.71,35.7,47456.21,36.62668476373852,0.5290815736035268,37.155766337342044
Police,Police Officer,F,5/8/2017,37.79,77606.4,8783.11,4445.45,90834.95999999999,39.49274329798278,2.9797294088111763,42.47247270679395
Police,Police Officer,F,6/2/2008,37.79,77606.4,16373.81,2616.97,96597.18,39.49274329798278,5.554925668844694,45.04766896682747
Parks and Recreation,Park Ranger II,F,1/31/2005,26.65,54838.4,971.12,3369.9,59179.420000000006,39.57165536152403,0.4671766007600905,40.03883196228412
Fire,Fire Emergency Dispatcher,F,8/23/2021,23.7,16116,537.67,1058.83,17712.5,13.076923076923077,0.2908525370550687,13.367775613978145
Police,Police Officer,F,7/7/2003,37.79,77606.4,1321.86,3810.2,82738.45999999999,39.49274329798278,0.448449935880473,39.94119323386325
Street Transportation,Street Maint Worker I,F,5/17/2021,16.32,20235.84,371.4,14.4,20621.640000000003,23.84502262443439,0.29176093514328805,24.136783559577676
Parks and Recreation,Parks Supervisor,F,11/24/2014,41.78,85972.8,0,75,86047.8,39.572117686047804,0,39.572117686047804
Library,Library Circulation Attnd I,F,8/24/1998,17.97,37064,0,104.6,37168.6,39.664397928170885,0,39.664397928170885
Police,Police Sergeant,F,6/6/2005,53.72,110785.6,429.76,2216.92,113432.28,39.65920155793573,0.10256410256410256,39.76176566049983
Police,Police Officer,F,9/11/2006,37.79,77606.4,295.2,2625.24,80526.84,39.49274329798278,0.10014859445925864,39.59289189244203
Planning & Development,Planner III,F,3/12/2007,46.21,94030.32,0,3771.8,97802.12000000001,39.13168977743745,0,39.13168977743745
Fire,Firefighter 56hr,F,2/2/2015,26.98,81347.15,14984.95,6928.21,103260.31,57.982515538575576,7.1206354184486145,65.10315095702418
Fire,Fire Engineer 56hr,F,6/19/2006,26.95,77795.27,3570.43,1645.15,83010.84999999999,55.512537462537466,1.6985062556491128,57.21104371818658
Water Services,Senior Human Resources Clerk,F,9/30/1991,23.64,43439.04,0,7947.46,51386.5,35.33697774306911,0,35.33697774306911
Public Works,Auto Technician,F,6/5/2017,26.13,51642.8,206.91,684,52533.71000000001,38.00730077423533,0.10151903205864171,38.10881980629397
Fire,Firefighter*Recruit (NC),F,11/1/2021,23.5,6121.75,0,129.75,6251.5,5.009615384615385,0,5.009615384615385
Library,Library Assistant,P,9/10/2018,19.37,20836.17,0,74.4,20910.57,20.686400460664782,0,20.686400460664782
Fire,Fire Captain 56hr,F,8/14/1995,33.55,101159.01,39957.91,3324.75,144441.66999999998,57.984070847185606,15.269177270816616,73.25324811800222
Water Services,Senior Utilities Svc Spec,F,7/15/2019,21.57,42459.04,68.4,75,42602.44,37.85442744552619,0.04065475553653578,37.89508220106273
Fire,Firefighter 56hr,F,2/11/2019,22.61,64476.47,3289.69,229.72,67995.88,54.83998741196884,1.8653477585366132,56.70533517050546
Library,Library Page,P,11/3/1986,15.55,14544.28,0,84.2,14628.480000000001,17.986989859015583,0,17.986989859015583
Police,Laboratory Technician,F,1/16/2017,19.59,39180.4,0,852.67,40033.07,38.46193112655594,0,38.46193112655594
Water Services,Secretary III,F,9/24/2018,22.54,45688,0,676.95,46364.95,38.98027438400109,0,38.98027438400109
Police,Police Officer,F,6/30/2008,37.79,77606.4,20085.42,3821.09,101512.90999999999,39.49274329798278,6.814114438089034,46.30685773607181
Police,Police Sergeant,F,1/21/2002,53.72,110785.6,1662.69,3695.75,116144.04000000001,39.65920155793573,0.3968082364396587,40.05600979437539
Public Works,Equipment Service Wkr II,F,2/27/2006,23.05,47339.2,0,2632.28,49971.479999999996,39.49541131319873,0,39.49541131319873
Water Services,Electrician Apprentice (NC),F,10/19/2020,17.69,35380.4,4279.44,375.2,40035.04,38.46197330086533,3.1014480149584718,41.5634213158238
Police,Police Officer,F,5/21/2007,37.79,77606.4,3964.44,13004.16,94575,39.49274329798278,1.344963054939239,40.83770635292202
Police,Police Officer,F,8/27/2007,37.79,77606.4,23967.18,5170.68,106744.25999999998,39.49274329798278,8.13102774441753,47.62377104240031
Police,Police Property Technician,F,2/26/2018,19.59,39909.44,1702.03,80.45,41691.92,39.17760238740331,1.1138793994843001,40.29148178688761
Water Services,Ops & Maintenance Supervisor,F,7/21/2003,35.98,74032,5360.58,5605.93,84998.51000000001,39.568991319964084,1.9100996279984606,41.47909094796255
Municipal Court,Info Tech Analyst/Prg II,F,10/28/1996,46.21,95086.4,0,8295.4,103381.79999999999,39.571188387461916,0,39.571188387461916
Street Transportation,Street Maint Supervisor,F,9/14/1992,37.87,77929.6,0,8624.92,86554.52,39.57343949950235,0,39.57343949950235
Police,Police Officer,F,2/25/2008,37.79,77606.4,597.52,3033.86,81237.78,39.49274329798278,0.20271269702336123,39.695455995006135
Police,Police Reserves,P,9/7/2020,28.41,0,0,1150,1150,0,0,0
Police,Police Reserves,P,3/9/2020,28.41,0,0,1225,1225,0,0,0
Police,Police Officer,F,6/21/1994,37.79,77606.4,590.4,5545.36,83742.15999999999,39.49274329798278,0.20029718891851728,39.693040486901296
Fire,Fire Engineer 56hr,F,4/11/2005,30.43,87840.48,19936.71,7014.8,114791.99,55.51232336510023,8.399567734270331,63.911891099370564
Aviation,Maintenance Planner/Scheduler,F,10/8/2018,31.84,63408.32,1473.23,75,64956.55,38.2974487823734,0.5932023901559078,38.89065117252931
Parks and Recreation,Park Ranger II,F,5/24/1991,26.65,54838.4,0,7348.45,62186.85,39.57165536152403,0,39.57165536152403
Police,Police Officer,F,3/26/2018,30.04,60920.48,1850.56,8994.7,71765.74,38.99959028986992,0.7897845607565979,39.78937485062652
Parks and Recreation,Lifeguard,P,4/22/2019,14.72,4871.58,130.41,0,5001.99,6.364417851170568,0.11358173076923075,6.477999581939799
Police,Police Sergeant,F,5/24/2004,46.09,92278.4,18486.84,4243.16,115008.4,38.50259525677186,5.142346913229968,43.644942170001826
Fire,Firefighter 56hr,F,4/7/2008,24.48,72101.5,15086.87,3992.78,91181.15,56.640821392659625,7.901201399363165,64.54202279202279
Police,Police Comm Op*Radio/911,F,1/31/1994,33.25,60104.24,5369.95,3387.5,68861.69,34.76242914979757,2.0705417389627914,36.83297088876036
Police,Police Officer,F,2/21/1995,37.79,67781,9606.62,5998.54,83386.15999999999,34.49274329798278,3.259110740190391,37.75185403817317
Fire,Firefighter 56hr,F,4/11/2005,24.48,73811.01,54005.85,1884.87,129701.72999999998,57.983762254901954,28.28360671191554,86.26736896681749
Water Services,Contracts Specialist II,F,1/15/2007,41.78,85972.8,0,2368.62,88341.42,39.572117686047804,0,39.572117686047804
Water Services,Lead Info Tech Systems Spec,F,11/19/2007,59.3,115040,0,75,115115,37.30704371513816,0,37.30704371513816
Planning & Development,General Inspector II,F,4/25/2016,30.13,57989.12,0,3766.05,61755.170000000006,37.012126937118644,0,37.012126937118644
Police,Police Officer,F,4/16/2001,37.79,77606.4,27025.44,6541.23,111173.06999999999,39.49274329798278,9.168563111934374,48.66130640991715
Police,Police Officer,F,8/14/2006,37.79,77606.4,664.29,4351.92,82622.60999999999,39.49274329798278,0.22536487064139882,39.71810816862418
Fire,Firefighter 56hr,F,10/7/2019,17.98,52786.36,22791.1,129.75,75707.20999999999,56.458415333276285,16.251033912324235,72.70944924560052
Fire,Fire Captain 56hr,F,1/7/2002,33.55,101163.75,10782.12,2284.75,114230.62,57.986787802361576,4.120188008712599,62.10697581107418
Water Services,Equipment Op II*U2,F,12/2/2019,20.28,40325.84,0,0,40325.84,38.23949324836899,0,38.23949324836899
Police,Police Officer,F,9/24/2007,37.79,77606.4,4120.02,3358.51,85084.93,39.49274329798278,1.3977446210841291,40.890487919066906
